R,Theta,Z,X_Ref,Y_Ref,x_Def,y_Def,u_x,u_y,u_z,F_11,F_12,F_13,F_21,F_22,F_23,F_31,F_32,F_33,F_Num_11,F_Num_12,F_Num_13,F_Num_21,F_Num_22,F_Num_23,F_Num_31,F_Num_32,F_Num_33,E_11,E_12,E_13,E_21,E_22,E_23,E_31,E_32,E_33,Eps_11,Eps_12,Eps_13,Eps_21,Eps_22,Eps_23,Eps_31,Eps_32,Eps_33,SigmaSmall_11,SigmaSmall_12,SigmaSmall_13,SigmaSmall_21,SigmaSmall_22,SigmaSmall_23,SigmaSmall_31,SigmaSmall_32,SigmaSmall_33,SigmaFinite_11,SigmaFinite_12,SigmaFinite_13,SigmaFinite_21,SigmaFinite_22,SigmaFinite_23,SigmaFinite_31,SigmaFinite_32,SigmaFinite_33,Tau_Small,Tau_Finite,Tau_Classical,Sigma_ZZ_Small,Sigma_ZZ_Finite,dTorque_Small,dTorque_Finite,F_Error_Frobenius
0.02625,3.40339,0.5,-0.0253556,-0.006794,0.0243795,-0.00973162,0.049735,-0.00293762,0,-0.801144,-0.598472,0.0486581,0.598472,-0.801144,0.121897,0,0,1,-0.801144,-0.598472,0.0486581,0.598472,-0.801144,0.121897,0,0,1,0,0,0.016985,0,0,-0.0633889,0.016985,-0.0633889,0.00861328,-1.80114,0,0.0243291,0,-1.80114,0.0609486,0.0243291,0.0609486,0,-6.93E+11,0,3.74E+09,0,-6.93E+11,9.38E+09,3.74E+09,9.38E+09,-4.16E+11,1.36E+09,9.26E+08,3.86E+09,9.26E+08,3.31E+09,9.66E+09,3.86E+09,9.66E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,3.04E-12
0.02625,3.57792,0.5,-0.0237906,-0.0110937,0.025699,-0.00535033,0.0494895,0.0057434,0,-0.801144,-0.598472,0.0267516,0.598472,-0.801144,0.128495,0,0,1,-0.801144,-0.598472,0.0267516,0.598472,-0.801144,0.128495,0,0,1,0,0,0.0277343,0,0,-0.0594764,0.0277343,-0.0594764,0.00861328,-1.80114,0,0.0133758,0,-1.80114,0.0642474,0.0133758,0.0642474,0,-6.93E+11,0,2.06E+09,0,-6.93E+11,9.88E+09,2.06E+09,9.88E+09,-4.16E+11,1.11E+09,5.37E+08,2.12E+09,5.37E+08,3.57E+09,1.02E+10,2.12E+09,1.02E+10,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.72E-12
0.02625,3.75246,0.5,-0.0215027,-0.0150564,0.0262376,-0.000806468,0.0477403,0.0142499,0,-0.801144,-0.598472,0.00403234,0.598472,-0.801144,0.131188,0,0,1,-0.801144,-0.598472,0.00403234,0.598472,-0.801144,0.131188,0,0,1,0,0,0.037641,0,0,-0.0537569,0.037641,-0.0537569,0.00861328,-1.80114,0,0.00201617,0,-1.80114,0.065594,0.00201617,0.065594,0,-6.93E+11,0,3.10E+08,0,-6.93E+11,1.01E+10,3.10E+08,1.01E+10,-4.16E+11,9.96E+08,8.26E+07,3.20E+08,8.26E+07,3.68E+09,1.04E+10,3.20E+08,1.04E+10,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.18E-12
0.02625,3.92699,0.5,-0.0185616,-0.0185616,0.025979,0.0037619,0.0445406,0.0223235,0,-0.801144,-0.598472,-0.0188095,0.598472,-0.801144,0.129895,0,0,1,-0.801144,-0.598472,-0.0188095,0.598472,-0.801144,0.129895,0,0,1,0,0,0.0464039,0,0,-0.0464039,0.0464039,-0.0464039,0.00861328,-1.80114,0,-0.00940474,0,-1.80114,0.0649476,-0.00940474,0.0649476,0,-6.93E+11,0,-1.45E+09,0,-6.93E+11,9.99E+09,-1.45E+09,9.99E+09,-4.16E+11,1.05E+09,-3.82E+08,-1.49E+09,-3.82E+08,3.63E+09,1.03E+10,-1.49E+09,1.03E+10,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.38E-12
0.02625,4.10152,0.5,-0.0150564,-0.0215027,0.0249311,0.00821596,0.0399875,0.0297187,0,-0.801144,-0.598472,-0.0410798,0.598472,-0.801144,0.124656,0,0,1,-0.801144,-0.598472,-0.0410798,0.598472,-0.801144,0.124656,0,0,1,0,0,0.0537569,0,0,-0.037641,0.0537569,-0.037641,0.00861328,-1.80114,0,-0.0205399,0,-1.80114,0.0623278,-0.0205399,0.0623278,0,-6.93E+11,0,-3.16E+09,0,-6.93E+11,9.59E+09,-3.16E+09,9.59E+09,-4.16E+11,1.26E+09,-8.00E+08,-3.26E+09,-8.00E+08,3.42E+09,9.88E+09,-3.26E+09,9.88E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.04E-12
0.02625,4.27606,0.5,-0.0110937,-0.0237906,0.0231257,0.0124204,0.0342194,0.036211,0,-0.801144,-0.598472,-0.0621019,0.598472,-0.801144,0.115628,0,0,1,-0.801144,-0.598472,-0.0621019,0.598472,-0.801144,0.115628,0,0,1,0,0,0.0594764,0,0,-0.0277343,0.0594764,-0.0277343,0.00861328,-1.80114,0,-0.031051,0,-1.80114,0.0578142,-0.031051,0.0578142,0,-6.93E+11,0,-4.78E+09,0,-6.93E+11,8.89E+09,-4.78E+09,8.89E+09,-4.16E+11,1.60E+09,-1.12E+09,-4.92E+09,-1.12E+09,3.08E+09,9.16E+09,-4.92E+09,9.16E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.37E-12
0.02625,4.45059,0.5,-0.006794,-0.0253556,0.0206176,0.0162474,0.0274116,0.041603,0,-0.801144,-0.598472,-0.0812371,0.598472,-0.801144,0.103088,0,0,1,-0.801144,-0.598472,-0.0812371,0.598472,-0.801144,0.103088,0,0,1,0,0,0.0633889,0,0,-0.016985,0.0633889,-0.016985,0.00861328,-1.80114,0,-0.0406185,0,-1.80114,0.0515439,-0.0406185,0.0515439,0,-6.93E+11,0,-6.25E+09,0,-6.93E+11,7.93E+09,-6.25E+09,7.93E+09,-4.16E+11,2.02E+09,-1.31E+09,-6.44E+09,-1.31E+09,2.65E+09,8.17E+09,-6.44E+09,8.17E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,3.13E-12
0.02625,4.62512,0.5,-0.00228784,-0.0261501,0.017483,0.0195808,0.0197708,0.0457309,0,-0.801144,-0.598472,-0.0979039,0.598472,-0.801144,0.087415,0,0,1,-0.801144,-0.598472,-0.0979039,0.598472,-0.801144,0.087415,0,0,1,0,0,0.0653753,0,0,-0.0057196,0.0653753,-0.0057196,0.00861328,-1.80114,0,-0.048952,0,-1.80114,0.0437075,-0.048952,0.0437075,0,-6.93E+11,0,-7.53E+09,0,-6.93E+11,6.72E+09,-7.53E+09,6.72E+09,-4.16E+11,2.49E+09,-1.34E+09,-7.76E+09,-1.34E+09,2.19E+09,6.93E+09,-7.76E+09,6.93E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.75E-12
0.02625,4.79966,0.5,0.00228784,-0.0261501,0.0138172,0.0223192,0.0115294,0.0484693,0,-0.801144,-0.598472,-0.111596,0.598472,-0.801144,0.0690861,0,0,1,-0.801144,-0.598472,-0.111596,0.598472,-0.801144,0.0690861,0,0,1,0,0,0.0653753,0,0,0.0057196,0.0653753,0.0057196,0.00861328,-1.80114,0,-0.055798,0,-1.80114,0.0345431,-0.055798,0.0345431,0,-6.93E+11,0,-8.58E+09,0,-6.93E+11,5.31E+09,-8.58E+09,5.31E+09,-4.16E+11,2.94E+09,-1.20E+09,-8.84E+09,-1.20E+09,1.74E+09,5.47E+09,-8.84E+09,5.47E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.86E-12
0.02625,4.97419,0.5,0.006794,-0.0253556,0.00973162,0.0243795,0.00293762,0.049735,0,-0.801144,-0.598472,-0.121897,0.598472,-0.801144,0.0486581,0,0,1,-0.801144,-0.598472,-0.121897,0.598472,-0.801144,0.0486581,0,0,1,0,0,0.0633889,0,0,0.016985,0.0633889,0.016985,0.00861328,-1.80114,0,-0.0609486,0,-1.80114,0.0243291,-0.0609486,0.0243291,0,-6.93E+11,0,-9.38E+09,0,-6.93E+11,3.74E+09,-9.38E+09,3.74E+09,-4.16E+11,3.31E+09,-9.26E+08,-9.66E+09,-9.26E+08,1.36E+09,3.86E+09,-9.66E+09,3.86E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.46E-12
0.02625,5.14872,0.5,0.0110937,-0.0237906,0.00535033,0.025699,-0.0057434,0.0494895,0,-0.801144,-0.598472,-0.128495,0.598472,-0.801144,0.0267516,0,0,1,-0.801144,-0.598472,-0.128495,0.598472,-0.801144,0.0267516,0,0,1,0,0,0.0594764,0,0,0.0277343,0.0594764,0.0277343,0.00861328,-1.80114,0,-0.0642474,0,-1.80114,0.0133758,-0.0642474,0.0133758,0,-6.93E+11,0,-9.88E+09,0,-6.93E+11,2.06E+09,-9.88E+09,2.06E+09,-4.16E+11,3.57E+09,-5.37E+08,-1.02E+10,-5.37E+08,1.11E+09,2.12E+09,-1.02E+10,2.12E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.36E-12
0.02625,5.32325,0.5,0.0150564,-0.0215027,0.000806468,0.0262376,-0.0142499,0.0477403,0,-0.801144,-0.598472,-0.131188,0.598472,-0.801144,0.00403234,0,0,1,-0.801144,-0.598472,-0.131188,0.598472,-0.801144,0.00403234,0,0,1,0,0,0.0537569,0,0,0.037641,0.0537569,0.037641,0.00861328,-1.80114,0,-0.065594,0,-1.80114,0.00201617,-0.065594,0.00201617,0,-6.93E+11,0,-1.01E+10,0,-6.93E+11,3.10E+08,-1.01E+10,3.10E+08,-4.16E+11,3.68E+09,-8.26E+07,-1.04E+10,-8.26E+07,9.96E+08,3.20E+08,-1.04E+10,3.20E+08,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.38E-12
0.02625,5.49779,0.5,0.0185616,-0.0185616,-0.0037619,0.025979,-0.0223235,0.0445406,0,-0.801144,-0.598472,-0.129895,0.598472,-0.801144,-0.0188095,0,0,1,-0.801144,-0.598472,-0.129895,0.598472,-0.801144,-0.0188095,0,0,1,0,0,0.0464039,0,0,0.0464039,0.0464039,0.0464039,0.00861328,-1.80114,0,-0.0649476,0,-1.80114,-0.00940474,-0.0649476,-0.00940474,0,-6.93E+11,0,-9.99E+09,0,-6.93E+11,-1.45E+09,-9.99E+09,-1.45E+09,-4.16E+11,3.63E+09,3.82E+08,-1.03E+10,3.82E+08,1.05E+09,-1.49E+09,-1.03E+10,-1.49E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.45E-12
0.02625,5.67232,0.5,0.0215027,-0.0150564,-0.00821596,0.0249311,-0.0297187,0.0399875,0,-0.801144,-0.598472,-0.124656,0.598472,-0.801144,-0.0410798,0,0,1,-0.801144,-0.598472,-0.124656,0.598472,-0.801144,-0.0410798,0,0,1,0,0,0.037641,0,0,0.0537569,0.037641,0.0537569,0.00861328,-1.80114,0,-0.0623278,0,-1.80114,-0.0205399,-0.0623278,-0.0205399,0,-6.93E+11,0,-9.59E+09,0,-6.93E+11,-3.16E+09,-9.59E+09,-3.16E+09,-4.16E+11,3.42E+09,8.00E+08,-9.88E+09,8.00E+08,1.26E+09,-3.26E+09,-9.88E+09,-3.26E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,3.57E-12
0.02625,5.84685,0.5,0.0237906,-0.0110937,-0.0124204,0.0231257,-0.036211,0.0342194,0,-0.801144,-0.598472,-0.115628,0.598472,-0.801144,-0.0621019,0,0,1,-0.801144,-0.598472,-0.115628,0.598472,-0.801144,-0.0621019,0,0,1,0,0,0.0277343,0,0,0.0594764,0.0277343,0.0594764,0.00861328,-1.80114,0,-0.0578142,0,-1.80114,-0.031051,-0.0578142,-0.031051,0,-6.93E+11,0,-8.89E+09,0,-6.93E+11,-4.78E+09,-8.89E+09,-4.78E+09,-4.16E+11,3.08E+09,1.12E+09,-9.16E+09,1.12E+09,1.60E+09,-4.92E+09,-9.16E+09,-4.92E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.37E-12
0.02625,6.02139,0.5,0.0253556,-0.006794,-0.0162474,0.0206176,-0.041603,0.0274116,0,-0.801144,-0.598472,-0.103088,0.598472,-0.801144,-0.0812371,0,0,1,-0.801144,-0.598472,-0.103088,0.598472,-0.801144,-0.0812371,0,0,1,0,0,0.016985,0,0,0.0633889,0.016985,0.0633889,0.00861328,-1.80114,0,-0.0515439,0,-1.80114,-0.0406185,-0.0515439,-0.0406185,0,-6.93E+11,0,-7.93E+09,0,-6.93E+11,-6.25E+09,-7.93E+09,-6.25E+09,-4.16E+11,2.65E+09,1.31E+09,-8.17E+09,1.31E+09,2.02E+09,-6.44E+09,-8.17E+09,-6.44E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,4.21E-12
0.02625,6.19592,0.5,0.0261501,-0.00228784,-0.0195808,0.017483,-0.0457309,0.0197708,0,-0.801144,-0.598472,-0.087415,0.598472,-0.801144,-0.0979039,0,0,1,-0.801144,-0.598472,-0.087415,0.598472,-0.801144,-0.0979039,0,0,1,0,0,0.0057196,0,0,0.0653753,0.0057196,0.0653753,0.00861328,-1.80114,0,-0.0437075,0,-1.80114,-0.048952,-0.0437075,-0.048952,0,-6.93E+11,0,-6.72E+09,0,-6.93E+11,-7.53E+09,-6.72E+09,-7.53E+09,-4.16E+11,2.19E+09,1.34E+09,-6.93E+09,1.34E+09,2.49E+09,-7.76E+09,-6.93E+09,-7.76E+09,2.32E+09,1.01E+10,1.04E+10,1.01E+10,-4.16E+11,2.32E+09,3035.51,3127.02,2.92E-12
0.02875,0.0872665,0.5,0.0286406,0.00250573,-0.0244448,0.0151332,-0.0530854,0.0126274,0,-0.801144,-0.598472,-0.0756658,0.598472,-0.801144,-0.122224,0,0,1,-0.801144,-0.598472,-0.0756658,0.598472,-0.801144,-0.122224,0,0,1,0,0,-0.00626432,0,0,0.0716015,-0.00626432,0.0716015,0.010332,-1.80114,0,-0.0378329,0,-1.80114,-0.0611121,-0.0378329,-0.0611121,0,-6.93E+11,0,-5.82E+09,0,-6.93E+11,-9.40E+09,-5.82E+09,-9.40E+09,-4.16E+11,2.09E+09,1.45E+09,-6.03E+09,1.45E+09,3.53E+09,-9.74E+09,-6.03E+09,-9.74E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,1.32E-12
0.02875,0.261799,0.5,0.0277704,0.00744105,-0.0267013,0.0106584,-0.0544717,0.0032174,0,-0.801144,-0.598472,-0.0532922,0.598472,-0.801144,-0.133507,0,0,1,-0.801144,-0.598472,-0.0532922,0.598472,-0.801144,-0.133507,0,0,1,0,0,-0.0186026,0,0,0.0694259,-0.0186026,0.0694259,0.010332,-1.80114,0,-0.0266461,0,-1.80114,-0.0667533,-0.0266461,-0.0667533,0,-6.93E+11,0,-4.10E+09,0,-6.93E+11,-1.03E+10,-4.10E+09,-1.03E+10,-4.16E+11,1.64E+09,1.11E+09,-4.25E+09,1.11E+09,3.98E+09,-1.06E+10,-4.25E+09,-1.06E+10,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,2.16E-12
0.02875,0.436332,0.5,0.0260563,0.0121503,-0.0281465,0.00585988,-0.0542028,-0.00629039,0,-0.801144,-0.598472,-0.0292994,0.598472,-0.801144,-0.140732,0,0,1,-0.801144,-0.598472,-0.0292994,0.598472,-0.801144,-0.140732,0,0,1,0,0,-0.0303757,0,0,0.0651409,-0.0303757,0.0651409,0.010332,-1.80114,0,-0.0146497,0,-1.80114,-0.0703662,-0.0146497,-0.0703662,0,-6.93E+11,0,-2.25E+09,0,-6.93E+11,-1.08E+10,-2.25E+09,-1.08E+10,-4.16E+11,1.33E+09,6.46E+08,-2.34E+09,6.46E+08,4.29E+09,-1.12E+10,-2.34E+09,-1.12E+10,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,2.84E-12
0.02875,0.610865,0.5,0.0235506,0.0164903,-0.0287364,0.000883274,-0.052287,-0.015607,0,-0.801144,-0.598472,-0.00441637,0.598472,-0.801144,-0.143682,0,0,1,-0.801144,-0.598472,-0.00441637,0.598472,-0.801144,-0.143682,0,0,1,0,0,-0.0412258,0,0,0.0588766,-0.0412258,0.0588766,0.010332,-1.80114,0,-0.00220819,0,-1.80114,-0.0718411,-0.00220819,-0.0718411,0,-6.93E+11,0,-3.40E+08,0,-6.93E+11,-1.11E+10,-3.40E+08,-1.11E+10,-4.16E+11,1.20E+09,9.94E+07,-3.52E+08,9.94E+07,4.43E+09,-1.15E+10,-3.52E+08,-1.15E+10,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,2.53E-12
0.02875,0.785398,0.5,0.0203293,0.0203293,-0.0284532,-0.00412017,-0.0487826,-0.0244495,0,-0.801144,-0.598472,0.0206009,0.598472,-0.801144,-0.142266,0,0,1,-0.801144,-0.598472,0.0206009,0.598472,-0.801144,-0.142266,0,0,1,0,0,-0.0508233,0,0,0.0508233,-0.0508233,0.0508233,0.010332,-1.80114,0,0.0103004,0,-1.80114,-0.0711331,0.0103004,-0.0711331,0,-6.93E+11,0,1.58E+09,0,-6.93E+11,-1.09E+10,1.58E+09,-1.09E+10,-4.16E+11,1.26E+09,-4.59E+08,1.64E+09,-4.59E+08,4.36E+09,-1.13E+10,1.64E+09,-1.13E+10,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,1.97E-12
0.02875,0.959931,0.5,0.0164903,0.0235506,-0.0273055,-0.00899843,-0.0437958,-0.0325491,0,-0.801144,-0.598472,0.0449922,0.598472,-0.801144,-0.136528,0,0,1,-0.801144,-0.598472,0.0449922,0.598472,-0.801144,-0.136528,0,0,1,0,0,-0.0588766,0,0,0.0412258,-0.0588766,0.0412258,0.010332,-1.80114,0,0.0224961,0,-1.80114,-0.0682638,0.0224961,-0.0682638,0,-6.93E+11,0,3.46E+09,0,-6.93E+11,-1.05E+10,3.46E+09,-1.05E+10,-4.16E+11,1.51E+09,-9.62E+08,3.59E+09,-9.62E+08,4.11E+09,-1.09E+10,3.59E+09,-1.09E+10,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,2.33E-12
0.02875,1.13446,0.5,0.0121503,0.0260563,-0.0253281,-0.0136033,-0.0374784,-0.0396596,0,-0.801144,-0.598472,0.0680164,0.598472,-0.801144,-0.126641,0,0,1,-0.801144,-0.598472,0.0680164,0.598472,-0.801144,-0.126641,0,0,1,0,0,-0.0651409,0,0,0.0303757,-0.0651409,0.0303757,0.010332,-1.80114,0,0.0340082,0,-1.80114,-0.0633203,0.0340082,-0.0633203,0,-6.93E+11,0,5.23E+09,0,-6.93E+11,-9.74E+09,5.23E+09,-9.74E+09,-4.16E+11,1.92E+09,-1.35E+09,5.42E+09,-1.35E+09,3.70E+09,-1.01E+10,5.42E+09,-1.01E+10,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,3.53E-12
0.02875,1.309,0.5,0.00744105,0.0277704,-0.0225811,-0.0177948,-0.0300222,-0.0455652,0,-0.801144,-0.598472,0.088974,0.598472,-0.801144,-0.112906,0,0,1,-0.801144,-0.598472,0.088974,0.598472,-0.801144,-0.112906,0,0,1,0,0,-0.0694259,0,0,0.0186026,-0.0694259,0.0186026,0.010332,-1.80114,0,0.044487,0,-1.80114,-0.0564528,0.044487,-0.0564528,0,-6.93E+11,0,6.84E+09,0,-6.93E+11,-8.69E+09,6.84E+09,-8.69E+09,-4.16E+11,2.43E+09,-1.57E+09,7.09E+09,-1.57E+09,3.19E+09,-9.00E+09,7.09E+09,-9.00E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,3.34E-12
0.02875,1.48353,0.5,0.00250573,0.0286406,-0.019148,-0.0214456,-0.0216538,-0.0500862,0,-0.801144,-0.598472,0.107228,0.598472,-0.801144,-0.0957402,0,0,1,-0.801144,-0.598472,0.107228,0.598472,-0.801144,-0.0957402,0,0,1,0,0,-0.0716015,0,0,0.00626432,-0.0716015,0.00626432,0.010332,-1.80114,0,0.0536141,0,-1.80114,-0.0478701,0.0536141,-0.0478701,0,-6.93E+11,0,8.25E+09,0,-6.93E+11,-7.36E+09,8.25E+09,-7.36E+09,-4.16E+11,2.99E+09,-1.61E+09,8.55E+09,-1.61E+09,2.63E+09,-7.63E+09,8.55E+09,-7.63E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,2.69E-12
0.02875,1.65806,0.5,-0.00250573,0.0286406,-0.0151332,-0.0244448,-0.0126274,-0.0530854,0,-0.801144,-0.598472,0.122224,0.598472,-0.801144,-0.0756658,0,0,1,-0.801144,-0.598472,0.122224,0.598472,-0.801144,-0.0756658,0,0,1,0,0,-0.0716015,0,0,-0.00626432,-0.0716015,-0.00626432,0.010332,-1.80114,0,0.0611121,0,-1.80114,-0.0378329,0.0611121,-0.0378329,0,-6.93E+11,0,9.40E+09,0,-6.93E+11,-5.82E+09,9.40E+09,-5.82E+09,-4.16E+11,3.53E+09,-1.45E+09,9.74E+09,-1.45E+09,2.09E+09,-6.03E+09,9.74E+09,-6.03E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,1.94E-12
0.02875,1.8326,0.5,-0.00744105,0.0277704,-0.0106584,-0.0267013,-0.0032174,-0.0544717,0,-0.801144,-0.598472,0.133507,0.598472,-0.801144,-0.0532922,0,0,1,-0.801144,-0.598472,0.133507,0.598472,-0.801144,-0.0532922,0,0,1,0,0,-0.0694259,0,0,-0.0186026,-0.0694259,-0.0186026,0.010332,-1.80114,0,0.0667533,0,-1.80114,-0.0266461,0.0667533,-0.0266461,0,-6.93E+11,0,1.03E+10,0,-6.93E+11,-4.10E+09,1.03E+10,-4.10E+09,-4.16E+11,3.98E+09,-1.11E+09,1.06E+10,-1.11E+09,1.64E+09,-4.25E+09,1.06E+10,-4.25E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,3.62E-12
0.02875,2.00713,0.5,-0.0121503,0.0260563,-0.00585988,-0.0281465,0.00629039,-0.0542028,0,-0.801144,-0.598472,0.140732,0.598472,-0.801144,-0.0292994,0,0,1,-0.801144,-0.598472,0.140732,0.598472,-0.801144,-0.0292994,0,0,1,0,0,-0.0651409,0,0,-0.0303757,-0.0651409,-0.0303757,0.010332,-1.80114,0,0.0703662,0,-1.80114,-0.0146497,0.0703662,-0.0146497,0,-6.93E+11,0,1.08E+10,0,-6.93E+11,-2.25E+09,1.08E+10,-2.25E+09,-4.16E+11,4.29E+09,-6.46E+08,1.12E+10,-6.46E+08,1.33E+09,-2.34E+09,1.12E+10,-2.34E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,2.54E-12
0.02875,2.18166,0.5,-0.0164903,0.0235506,-0.000883274,-0.0287364,0.015607,-0.052287,0,-0.801144,-0.598472,0.143682,0.598472,-0.801144,-0.00441637,0,0,1,-0.801144,-0.598472,0.143682,0.598472,-0.801144,-0.00441637,0,0,1,0,0,-0.0588766,0,0,-0.0412258,-0.0588766,-0.0412258,0.010332,-1.80114,0,0.0718411,0,-1.80114,-0.00220819,0.0718411,-0.00220819,0,-6.93E+11,0,1.11E+10,0,-6.93E+11,-3.40E+08,1.11E+10,-3.40E+08,-4.16E+11,4.43E+09,-9.94E+07,1.15E+10,-9.94E+07,1.20E+09,-3.52E+08,1.15E+10,-3.52E+08,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,3.06E-12
0.02875,2.35619,0.5,-0.0203293,0.0203293,0.00412017,-0.0284532,0.0244495,-0.0487826,0,-0.801144,-0.598472,0.142266,0.598472,-0.801144,0.0206009,0,0,1,-0.801144,-0.598472,0.142266,0.598472,-0.801144,0.0206009,0,0,1,0,0,-0.0508233,0,0,-0.0508233,-0.0508233,-0.0508233,0.010332,-1.80114,0,0.0711331,0,-1.80114,0.0103004,0.0711331,0.0103004,0,-6.93E+11,0,1.09E+10,0,-6.93E+11,1.58E+09,1.09E+10,1.58E+09,-4.16E+11,4.36E+09,4.59E+08,1.13E+10,4.59E+08,1.26E+09,1.64E+09,1.13E+10,1.64E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,1.97E-12
0.02875,2.53073,0.5,-0.0235506,0.0164903,0.00899843,-0.0273055,0.0325491,-0.0437958,0,-0.801144,-0.598472,0.136528,0.598472,-0.801144,0.0449922,0,0,1,-0.801144,-0.598472,0.136528,0.598472,-0.801144,0.0449922,0,0,1,0,0,-0.0412258,0,0,-0.0588766,-0.0412258,-0.0588766,0.010332,-1.80114,0,0.0682638,0,-1.80114,0.0224961,0.0682638,0.0224961,0,-6.93E+11,0,1.05E+10,0,-6.93E+11,3.46E+09,1.05E+10,3.46E+09,-4.16E+11,4.11E+09,9.62E+08,1.09E+10,9.62E+08,1.51E+09,3.59E+09,1.09E+10,3.59E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,2.60E-12
0.02875,2.70526,0.5,-0.0260563,0.0121503,0.0136033,-0.0253281,0.0396596,-0.0374784,0,-0.801144,-0.598472,0.126641,0.598472,-0.801144,0.0680164,0,0,1,-0.801144,-0.598472,0.126641,0.598472,-0.801144,0.0680164,0,0,1,0,0,-0.0303757,0,0,-0.0651409,-0.0303757,-0.0651409,0.010332,-1.80114,0,0.0633203,0,-1.80114,0.0340082,0.0633203,0.0340082,0,-6.93E+11,0,9.74E+09,0,-6.93E+11,5.23E+09,9.74E+09,5.23E+09,-4.16E+11,3.70E+09,1.35E+09,1.01E+10,1.35E+09,1.92E+09,5.42E+09,1.01E+10,5.42E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,4.10E-12
0.02875,2.87979,0.5,-0.0277704,0.00744105,0.0177948,-0.0225811,0.0455652,-0.0300222,0,-0.801144,-0.598472,0.112906,0.598472,-0.801144,0.088974,0,0,1,-0.801144,-0.598472,0.112906,0.598472,-0.801144,0.088974,0,0,1,0,0,-0.0186026,0,0,-0.0694259,-0.0186026,-0.0694259,0.010332,-1.80114,0,0.0564528,0,-1.80114,0.044487,0.0564528,0.044487,0,-6.93E+11,0,8.69E+09,0,-6.93E+11,6.84E+09,8.69E+09,6.84E+09,-4.16E+11,3.19E+09,1.57E+09,9.00E+09,1.57E+09,2.43E+09,7.09E+09,9.00E+09,7.09E+09,2.78E+09,1.11E+10,1.15E+10,1.11E+10,-4.16E+11,2.78E+09,3988.02,4132.24,3.91E-12
