R,Theta,Z,X_Ref,Y_Ref,x_Def,y_Def,u_x,u_y,u_z,F_11,F_12,F_13,F_21,F_22,F_23,F_31,F_32,F_33,F_Num_11,F_Num_12,F_Num_13,F_Num_21,F_Num_22,F_Num_23,F_Num_31,F_Num_32,F_Num_33,E_11,E_12,E_13,E_21,E_22,E_23,E_31,E_32,E_33,Eps_11,Eps_12,Eps_13,Eps_21,Eps_22,Eps_23,Eps_31,Eps_32,Eps_33,SigmaSmall_11,SigmaSmall_12,SigmaSmall_13,SigmaSmall_21,SigmaSmall_22,SigmaSmall_23,SigmaSmall_31,SigmaSmall_32,SigmaSmall_33,SigmaFinite_11,SigmaFinite_12,SigmaFinite_13,SigmaFinite_21,SigmaFinite_22,SigmaFinite_23,SigmaFinite_31,SigmaFinite_32,SigmaFinite_33,Tau_Small,Tau_Finite,Tau_Classical,Sigma_ZZ_Small,Sigma_ZZ_Finite,dTorque_Small,dTorque_Finite,F_Error_Frobenius
0.01125,6.19592,0.5,0.0112072,-0.000980502,-0.00839177,0.00749271,-0.019599,0.00847322,0,-0.801144,-0.598472,-0.0374636,0.598472,-0.801144,-0.0419588,0,0,1,-0.801144,-0.598472,-0.0374636,0.598472,-0.801144,-0.0419588,0,0,1,0,0,0.00245126,0,0,0.028018,0.00245126,0.028018,0.00158203,-1.80114,0,-0.0187318,0,-1.80114,-0.0209794,-0.0187318,-0.0209794,0,-6.93E+11,0,-2.88E+09,0,-6.93E+11,-3.23E+09,-2.88E+09,-3.23E+09,-4.16E+11,3.99E+08,2.43E+08,-2.90E+09,2.43E+08,4.54E+08,-3.25E+09,-2.90E+09,-3.25E+09,4.26E+08,4.33E+09,4.35E+09,4.33E+09,-4.16E+11,4.26E+08,238.947,240.27,1.38E-12
0.01375,0.0872665,0.5,0.0136977,0.00119839,-0.011691,0.00723759,-0.0253887,0.0060392,0,-0.801144,-0.598472,-0.036188,0.598472,-0.801144,-0.0584551,0,0,1,-0.801144,-0.598472,-0.036188,0.598472,-0.801144,-0.0584551,0,0,1,0,0,-0.00299598,0,0,0.0342442,-0.00299598,0.0342442,0.00236328,-1.80114,0,-0.018094,0,-1.80114,-0.0292275,-0.018094,-0.0292275,0,-6.93E+11,0,-2.78E+09,0,-6.93E+11,-4.50E+09,-2.78E+09,-4.50E+09,-4.16E+11,4.75E+08,3.27E+08,-2.81E+09,3.27E+08,8.01E+08,-4.53E+09,-2.81E+09,-4.53E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.84E-12
0.01375,0.261799,0.5,0.0132815,0.00355876,-0.0127702,0.00509752,-0.0260517,0.00153875,0,-0.801144,-0.598472,-0.0254876,0.598472,-0.801144,-0.063851,0,0,1,-0.801144,-0.598472,-0.0254876,0.598472,-0.801144,-0.063851,0,0,1,0,0,-0.0088969,0,0,0.0332037,-0.0088969,0.0332037,0.00236328,-1.80114,0,-0.0127438,0,-1.80114,-0.0319255,-0.0127438,-0.0319255,0,-6.93E+11,0,-1.96E+09,0,-6.93E+11,-4.91E+09,-1.96E+09,-4.91E+09,-4.16E+11,3.73E+08,2.51E+08,-1.98E+09,2.51E+08,9.03E+08,-4.95E+09,-1.98E+09,-4.95E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.76E-12
0.01375,0.436332,0.5,0.0124617,0.005811,-0.0134614,0.00280255,-0.0259231,-0.00300845,0,-0.801144,-0.598472,-0.0140128,0.598472,-0.801144,-0.0673068,0,0,1,-0.801144,-0.598472,-0.0140128,0.598472,-0.801144,-0.0673068,0,0,1,0,0,-0.0145275,0,0,0.0311543,-0.0145275,0.0311543,0.00236328,-1.80114,0,-0.00700638,0,-1.80114,-0.0336534,-0.00700638,-0.0336534,0,-6.93E+11,0,-1.08E+09,0,-6.93E+11,-5.18E+09,-1.08E+09,-5.18E+09,-4.16E+11,3.03E+08,1.46E+08,-1.09E+09,1.46E+08,9.73E+08,-5.22E+09,-1.09E+09,-5.22E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.23E-12
0.01375,0.610865,0.5,0.0112633,0.00788668,-0.0137435,0.000422435,-0.0250068,-0.00746424,0,-0.801144,-0.598472,-0.00211218,0.598472,-0.801144,-0.0687175,0,0,1,-0.801144,-0.598472,-0.00211218,0.598472,-0.801144,-0.0687175,0,0,1,0,0,-0.0197167,0,0,0.0281584,-0.0197167,0.0281584,0.00236328,-1.80114,0,-0.00105609,0,-1.80114,-0.0343588,-0.00105609,-0.0343588,0,-6.93E+11,0,-1.62E+08,0,-6.93E+11,-5.29E+09,-1.62E+08,-5.29E+09,-4.16E+11,2.73E+08,2.24E+07,-1.64E+08,2.24E+07,1.00E+09,-5.33E+09,-1.64E+08,-5.33E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.41E-12
0.01375,0.785398,0.5,0.00972272,0.00972272,-0.0136081,-0.00197052,-0.0233308,-0.0116932,0,-0.801144,-0.598472,0.00985259,0.598472,-0.801144,-0.0680403,0,0,1,-0.801144,-0.598472,0.00985259,0.598472,-0.801144,-0.0680403,0,0,1,0,0,-0.0243068,0,0,0.0243068,-0.0243068,0.0243068,0.00236328,-1.80114,0,0.00492629,0,-1.80114,-0.0340202,0.00492629,-0.0340202,0,-6.93E+11,0,7.58E+08,0,-6.93E+11,-5.23E+09,7.58E+08,-5.23E+09,-4.16E+11,2.88E+08,-1.04E+08,7.64E+08,-1.04E+08,9.88E+08,-5.28E+09,7.64E+08,-5.28E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,2.16E-12
0.01375,0.959931,0.5,0.00788668,0.0112633,-0.0130592,-0.0043036,-0.0209458,-0.0155669,0,-0.801144,-0.598472,0.021518,0.598472,-0.801144,-0.0652958,0,0,1,-0.801144,-0.598472,0.021518,0.598472,-0.801144,-0.0652958,0,0,1,0,0,-0.0281584,0,0,0.0197167,-0.0281584,0.0197167,0.00236328,-1.80114,0,0.010759,0,-1.80114,-0.0326479,0.010759,-0.0326479,0,-6.93E+11,0,1.66E+09,0,-6.93E+11,-5.02E+09,1.66E+09,-5.02E+09,-4.16E+11,3.44E+08,-2.17E+08,1.67E+09,-2.17E+08,9.31E+08,-5.06E+09,1.67E+09,-5.06E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,2.04E-12
0.01375,1.13446,0.5,0.005811,0.0124617,-0.0121134,-0.00650591,-0.0179244,-0.0189676,0,-0.801144,-0.598472,0.0325296,0.598472,-0.801144,-0.0605672,0,0,1,-0.801144,-0.598472,0.0325296,0.598472,-0.801144,-0.0605672,0,0,1,0,0,-0.0311543,0,0,0.0145275,-0.0311543,0.0145275,0.00236328,-1.80114,0,0.0162648,0,-1.80114,-0.0302836,0.0162648,-0.0302836,0,-6.93E+11,0,2.50E+09,0,-6.93E+11,-4.66E+09,2.50E+09,-4.66E+09,-4.16E+11,4.36E+08,-3.04E+08,2.52E+09,-3.04E+08,8.39E+08,-4.70E+09,2.52E+09,-4.70E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.42E-12
0.01375,1.309,0.5,0.00355876,0.0132815,-0.0107997,-0.00851055,-0.0143584,-0.021792,0,-0.801144,-0.598472,0.0425528,0.598472,-0.801144,-0.0539984,0,0,1,-0.801144,-0.598472,0.0425528,0.598472,-0.801144,-0.0539984,0,0,1,0,0,-0.0332037,0,0,0.0088969,-0.0332037,0.0088969,0.00236328,-1.80114,0,0.0212764,0,-1.80114,-0.0269992,0.0212764,-0.0269992,0,-6.93E+11,0,3.27E+09,0,-6.93E+11,-4.15E+09,3.27E+09,-4.15E+09,-4.16E+11,5.52E+08,-3.55E+08,3.30E+09,-3.55E+08,7.23E+08,-4.19E+09,3.30E+09,-4.19E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.36E-12
0.01375,1.48353,0.5,0.00119839,0.0136977,-0.00915776,-0.0102566,-0.0103562,-0.0239543,0,-0.801144,-0.598472,0.051283,0.598472,-0.801144,-0.0457888,0,0,1,-0.801144,-0.598472,0.051283,0.598472,-0.801144,-0.0457888,0,0,1,0,0,-0.0342442,0,0,0.00299598,-0.0342442,0.00299598,0.00236328,-1.80114,0,0.0256415,0,-1.80114,-0.0228944,0.0256415,-0.0228944,0,-6.93E+11,0,3.94E+09,0,-6.93E+11,-3.52E+09,3.94E+09,-3.52E+09,-4.16E+11,6.79E+08,-3.63E+08,3.98E+09,-3.63E+08,5.97E+08,-3.55E+09,3.98E+09,-3.55E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.91E-12
0.01375,1.65806,0.5,-0.00119839,0.0136977,-0.00723759,-0.011691,-0.0060392,-0.0253887,0,-0.801144,-0.598472,0.0584551,0.598472,-0.801144,-0.036188,0,0,1,-0.801144,-0.598472,0.0584551,0.598472,-0.801144,-0.036188,0,0,1,0,0,-0.0342442,0,0,-0.00299598,-0.0342442,-0.00299598,0.00236328,-1.80114,0,0.0292275,0,-1.80114,-0.018094,0.0292275,-0.018094,0,-6.93E+11,0,4.50E+09,0,-6.93E+11,-2.78E+09,4.50E+09,-2.78E+09,-4.16E+11,8.01E+08,-3.27E+08,4.53E+09,-3.27E+08,4.75E+08,-2.81E+09,4.53E+09,-2.81E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.84E-12
0.01375,1.8326,0.5,-0.00355876,0.0132815,-0.00509752,-0.0127702,-0.00153875,-0.0260517,0,-0.801144,-0.598472,0.063851,0.598472,-0.801144,-0.0254876,0,0,1,-0.801144,-0.598472,0.063851,0.598472,-0.801144,-0.0254876,0,0,1,0,0,-0.0332037,0,0,-0.0088969,-0.0332037,-0.0088969,0.00236328,-1.80114,0,0.0319255,0,-1.80114,-0.0127438,0.0319255,-0.0127438,0,-6.93E+11,0,4.91E+09,0,-6.93E+11,-1.96E+09,4.91E+09,-1.96E+09,-4.16E+11,9.03E+08,-2.51E+08,4.95E+09,-2.51E+08,3.73E+08,-1.98E+09,4.95E+09,-1.98E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.73E-12
0.01375,2.00713,0.5,-0.005811,0.0124617,-0.00280255,-0.0134614,0.00300845,-0.0259231,0,-0.801144,-0.598472,0.0673068,0.598472,-0.801144,-0.0140128,0,0,1,-0.801144,-0.598472,0.0673068,0.598472,-0.801144,-0.0140128,0,0,1,0,0,-0.0311543,0,0,-0.0145275,-0.0311543,-0.0145275,0.00236328,-1.80114,0,0.0336534,0,-1.80114,-0.00700638,0.0336534,-0.00700638,0,-6.93E+11,0,5.18E+09,0,-6.93E+11,-1.08E+09,5.18E+09,-1.08E+09,-4.16E+11,9.73E+08,-1.46E+08,5.22E+09,-1.46E+08,3.03E+08,-1.09E+09,5.22E+09,-1.09E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.29E-12
0.01375,2.18166,0.5,-0.00788668,0.0112633,-0.000422435,-0.0137435,0.00746424,-0.0250068,0,-0.801144,-0.598472,0.0687175,0.598472,-0.801144,-0.00211218,0,0,1,-0.801144,-0.598472,0.0687175,0.598472,-0.801144,-0.00211218,0,0,1,0,0,-0.0281584,0,0,-0.0197167,-0.0281584,-0.0197167,0.00236328,-1.80114,0,0.0343588,0,-1.80114,-0.00105609,0.0343588,-0.00105609,0,-6.93E+11,0,5.29E+09,0,-6.93E+11,-1.62E+08,5.29E+09,-1.62E+08,-4.16E+11,1.00E+09,-2.24E+07,5.33E+09,-2.24E+07,2.73E+08,-1.64E+08,5.33E+09,-1.64E+08,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.92E-12
0.01375,2.35619,0.5,-0.00972272,0.00972272,0.00197052,-0.0136081,0.0116932,-0.0233308,0,-0.801144,-0.598472,0.0680403,0.598472,-0.801144,0.00985259,0,0,1,-0.801144,-0.598472,0.0680403,0.598472,-0.801144,0.00985259,0,0,1,0,0,-0.0243068,0,0,-0.0243068,-0.0243068,-0.0243068,0.00236328,-1.80114,0,0.0340202,0,-1.80114,0.00492629,0.0340202,0.00492629,0,-6.93E+11,0,5.23E+09,0,-6.93E+11,7.58E+08,5.23E+09,7.58E+08,-4.16E+11,9.88E+08,1.04E+08,5.28E+09,1.04E+08,2.88E+08,7.64E+08,5.28E+09,7.64E+08,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,2.16E-12
0.01375,2.53073,0.5,-0.0112633,0.00788668,0.0043036,-0.0130592,0.0155669,-0.0209458,0,-0.801144,-0.598472,0.0652958,0.598472,-0.801144,0.021518,0,0,1,-0.801144,-0.598472,0.0652958,0.598472,-0.801144,0.021518,0,0,1,0,0,-0.0197167,0,0,-0.0281584,-0.0197167,-0.0281584,0.00236328,-1.80114,0,0.0326479,0,-1.80114,0.010759,0.0326479,0.010759,0,-6.93E+11,0,5.02E+09,0,-6.93E+11,1.66E+09,5.02E+09,1.66E+09,-4.16E+11,9.31E+08,2.17E+08,5.06E+09,2.17E+08,3.44E+08,1.67E+09,5.06E+09,1.67E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,2.30E-12
0.01375,2.70526,0.5,-0.0124617,0.005811,0.00650591,-0.0121134,0.0189676,-0.0179244,0,-0.801144,-0.598472,0.0605672,0.598472,-0.801144,0.0325296,0,0,1,-0.801144,-0.598472,0.0605672,0.598472,-0.801144,0.0325296,0,0,1,0,0,-0.0145275,0,0,-0.0311543,-0.0145275,-0.0311543,0.00236328,-1.80114,0,0.0302836,0,-1.80114,0.0162648,0.0302836,0.0162648,0,-6.93E+11,0,4.66E+09,0,-6.93E+11,2.50E+09,4.66E+09,2.50E+09,-4.16E+11,8.39E+08,3.04E+08,4.70E+09,3.04E+08,4.36E+08,2.52E+09,4.70E+09,2.52E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.38E-12
0.01375,2.87979,0.5,-0.0132815,0.00355876,0.00851055,-0.0107997,0.021792,-0.0143584,0,-0.801144,-0.598472,0.0539984,0.598472,-0.801144,0.0425528,0,0,1,-0.801144,-0.598472,0.0539984,0.598472,-0.801144,0.0425528,0,0,1,0,0,-0.0088969,0,0,-0.0332037,-0.0088969,-0.0332037,0.00236328,-1.80114,0,0.0269992,0,-1.80114,0.0212764,0.0269992,0.0212764,0,-6.93E+11,0,4.15E+09,0,-6.93E+11,3.27E+09,4.15E+09,3.27E+09,-4.16E+11,7.23E+08,3.55E+08,4.19E+09,3.55E+08,5.52E+08,3.30E+09,4.19E+09,3.30E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.65E-12
0.01375,3.05433,0.5,-0.0136977,0.00119839,0.0102566,-0.00915776,0.0239543,-0.0103562,0,-0.801144,-0.598472,0.0457888,0.598472,-0.801144,0.051283,0,0,1,-0.801144,-0.598472,0.0457888,0.598472,-0.801144,0.051283,0,0,1,0,0,-0.00299598,0,0,-0.0342442,-0.00299598,-0.0342442,0.00236328,-1.80114,0,0.0228944,0,-1.80114,0.0256415,0.0228944,0.0256415,0,-6.93E+11,0,3.52E+09,0,-6.93E+11,3.94E+09,3.52E+09,3.94E+09,-4.16E+11,5.97E+08,3.63E+08,3.55E+09,3.63E+08,6.79E+08,3.98E+09,3.55E+09,3.98E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.91E-12
0.01375,3.22886,0.5,-0.0136977,-0.00119839,0.011691,-0.00723759,0.0253887,-0.0060392,0,-0.801144,-0.598472,0.036188,0.598472,-0.801144,0.0584551,0,0,1,-0.801144,-0.598472,0.036188,0.598472,-0.801144,0.0584551,0,0,1,0,0,0.00299598,0,0,-0.0342442,0.00299598,-0.0342442,0.00236328,-1.80114,0,0.018094,0,-1.80114,0.0292275,0.018094,0.0292275,0,-6.93E+11,0,2.78E+09,0,-6.93E+11,4.50E+09,2.78E+09,4.50E+09,-4.16E+11,4.75E+08,3.27E+08,2.81E+09,3.27E+08,8.01E+08,4.53E+09,2.81E+09,4.53E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.87E-12
0.01375,3.40339,0.5,-0.0132815,-0.00355876,0.0127702,-0.00509752,0.0260517,-0.00153875,0,-0.801144,-0.598472,0.0254876,0.598472,-0.801144,0.063851,0,0,1,-0.801144,-0.598472,0.0254876,0.598472,-0.801144,0.063851,0,0,1,0,0,0.0088969,0,0,-0.0332037,0.0088969,-0.0332037,0.00236328,-1.80114,0,0.0127438,0,-1.80114,0.0319255,0.0127438,0.0319255,0,-6.93E+11,0,1.96E+09,0,-6.93E+11,4.91E+09,1.96E+09,4.91E+09,-4.16E+11,3.73E+08,2.51E+08,1.98E+09,2.51E+08,9.03E+08,4.95E+09,1.98E+09,4.95E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.73E-12
0.01375,3.57792,0.5,-0.0124617,-0.005811,0.0134614,-0.00280255,0.0259231,0.00300845,0,-0.801144,-0.598472,0.0140128,0.598472,-0.801144,0.0673068,0,0,1,-0.801144,-0.598472,0.0140128,0.598472,-0.801144,0.0673068,0,0,1,0,0,0.0145275,0,0,-0.0311543,0.0145275,-0.0311543,0.00236328,-1.80114,0,0.00700638,0,-1.80114,0.0336534,0.00700638,0.0336534,0,-6.93E+11,0,1.08E+09,0,-6.93E+11,5.18E+09,1.08E+09,5.18E+09,-4.16E+11,3.03E+08,1.46E+08,1.09E+09,1.46E+08,9.73E+08,5.22E+09,1.09E+09,5.22E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.32E-12
0.01375,3.75246,0.5,-0.0112633,-0.00788668,0.0137435,-0.000422435,0.0250068,0.00746424,0,-0.801144,-0.598472,0.00211218,0.598472,-0.801144,0.0687175,0,0,1,-0.801144,-0.598472,0.00211218,0.598472,-0.801144,0.0687175,0,0,1,0,0,0.0197167,0,0,-0.0281584,0.0197167,-0.0281584,0.00236328,-1.80114,0,0.00105609,0,-1.80114,0.0343588,0.00105609,0.0343588,0,-6.93E+11,0,1.62E+08,0,-6.93E+11,5.29E+09,1.62E+08,5.29E+09,-4.16E+11,2.73E+08,2.24E+07,1.64E+08,2.24E+07,1.00E+09,5.33E+09,1.64E+08,5.33E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.92E-12
0.01375,3.92699,0.5,-0.00972272,-0.00972272,0.0136081,0.00197052,0.0233308,0.0116932,0,-0.801144,-0.598472,-0.00985259,0.598472,-0.801144,0.0680403,0,0,1,-0.801144,-0.598472,-0.00985259,0.598472,-0.801144,0.0680403,0,0,1,0,0,0.0243068,0,0,-0.0243068,0.0243068,-0.0243068,0.00236328,-1.80114,0,-0.00492629,0,-1.80114,0.0340202,-0.00492629,0.0340202,0,-6.93E+11,0,-7.58E+08,0,-6.93E+11,5.23E+09,-7.58E+08,5.23E+09,-4.16E+11,2.88E+08,-1.04E+08,-7.64E+08,-1.04E+08,9.88E+08,5.28E+09,-7.64E+08,5.28E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.67E-12
0.01375,4.10152,0.5,-0.00788668,-0.0112633,0.0130592,0.0043036,0.0209458,0.0155669,0,-0.801144,-0.598472,-0.021518,0.598472,-0.801144,0.0652958,0,0,1,-0.801144,-0.598472,-0.021518,0.598472,-0.801144,0.0652958,0,0,1,0,0,0.0281584,0,0,-0.0197167,0.0281584,-0.0197167,0.00236328,-1.80114,0,-0.010759,0,-1.80114,0.0326479,-0.010759,0.0326479,0,-6.93E+11,0,-1.66E+09,0,-6.93E+11,5.02E+09,-1.66E+09,5.02E+09,-4.16E+11,3.44E+08,-2.17E+08,-1.67E+09,-2.17E+08,9.31E+08,5.06E+09,-1.67E+09,5.06E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,2.30E-12
0.01375,4.27606,0.5,-0.005811,-0.0124617,0.0121134,0.00650591,0.0179244,0.0189676,0,-0.801144,-0.598472,-0.0325296,0.598472,-0.801144,0.0605672,0,0,1,-0.801144,-0.598472,-0.0325296,0.598472,-0.801144,0.0605672,0,0,1,0,0,0.0311543,0,0,-0.0145275,0.0311543,-0.0145275,0.00236328,-1.80114,0,-0.0162648,0,-1.80114,0.0302836,-0.0162648,0.0302836,0,-6.93E+11,0,-2.50E+09,0,-6.93E+11,4.66E+09,-2.50E+09,4.66E+09,-4.16E+11,4.36E+08,-3.04E+08,-2.52E+09,-3.04E+08,8.39E+08,4.70E+09,-2.52E+09,4.70E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.97E-12
0.01375,4.45059,0.5,-0.00355876,-0.0132815,0.0107997,0.00851055,0.0143584,0.021792,0,-0.801144,-0.598472,-0.0425528,0.598472,-0.801144,0.0539984,0,0,1,-0.801144,-0.598472,-0.0425528,0.598472,-0.801144,0.0539984,0,0,1,0,0,0.0332037,0,0,-0.0088969,0.0332037,-0.0088969,0.00236328,-1.80114,0,-0.0212764,0,-1.80114,0.0269992,-0.0212764,0.0269992,0,-6.93E+11,0,-3.27E+09,0,-6.93E+11,4.15E+09,-3.27E+09,4.15E+09,-4.16E+11,5.52E+08,-3.55E+08,-3.30E+09,-3.55E+08,7.23E+08,4.19E+09,-3.30E+09,4.19E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.62E-12
0.01375,4.62512,0.5,-0.00119839,-0.0136977,0.00915776,0.0102566,0.0103562,0.0239543,0,-0.801144,-0.598472,-0.051283,0.598472,-0.801144,0.0457888,0,0,1,-0.801144,-0.598472,-0.051283,0.598472,-0.801144,0.0457888,0,0,1,0,0,0.0342442,0,0,-0.00299598,0.0342442,-0.00299598,0.00236328,-1.80114,0,-0.0256415,0,-1.80114,0.0228944,-0.0256415,0.0228944,0,-6.93E+11,0,-3.94E+09,0,-6.93E+11,3.52E+09,-3.94E+09,3.52E+09,-4.16E+11,6.79E+08,-3.63E+08,-3.98E+09,-3.63E+08,5.97E+08,3.55E+09,-3.98E+09,3.55E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.97E-12
0.01375,4.79966,0.5,0.00119839,-0.0136977,0.00723759,0.011691,0.0060392,0.0253887,0,-0.801144,-0.598472,-0.0584551,0.598472,-0.801144,0.036188,0,0,1,-0.801144,-0.598472,-0.0584551,0.598472,-0.801144,0.036188,0,0,1,0,0,0.0342442,0,0,0.00299598,0.0342442,0.00299598,0.00236328,-1.80114,0,-0.0292275,0,-1.80114,0.018094,-0.0292275,0.018094,0,-6.93E+11,0,-4.50E+09,0,-6.93E+11,2.78E+09,-4.50E+09,2.78E+09,-4.16E+11,8.01E+08,-3.27E+08,-4.53E+09,-3.27E+08,4.75E+08,2.81E+09,-4.53E+09,2.81E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.92E-12
0.01375,4.97419,0.5,0.00355876,-0.0132815,0.00509752,0.0127702,0.00153875,0.0260517,0,-0.801144,-0.598472,-0.063851,0.598472,-0.801144,0.0254876,0,0,1,-0.801144,-0.598472,-0.063851,0.598472,-0.801144,0.0254876,0,0,1,0,0,0.0332037,0,0,0.0088969,0.0332037,0.0088969,0.00236328,-1.80114,0,-0.0319255,0,-1.80114,0.0127438,-0.0319255,0.0127438,0,-6.93E+11,0,-4.91E+09,0,-6.93E+11,1.96E+09,-4.91E+09,1.96E+09,-4.16E+11,9.03E+08,-2.51E+08,-4.95E+09,-2.51E+08,3.73E+08,1.98E+09,-4.95E+09,1.98E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.35E-12
0.01375,5.14872,0.5,0.005811,-0.0124617,0.00280255,0.0134614,-0.00300845,0.0259231,0,-0.801144,-0.598472,-0.0673068,0.598472,-0.801144,0.0140128,0,0,1,-0.801144,-0.598472,-0.0673068,0.598472,-0.801144,0.0140128,0,0,1,0,0,0.0311543,0,0,0.0145275,0.0311543,0.0145275,0.00236328,-1.80114,0,-0.0336534,0,-1.80114,0.00700638,-0.0336534,0.00700638,0,-6.93E+11,0,-5.18E+09,0,-6.93E+11,1.08E+09,-5.18E+09,1.08E+09,-4.16E+11,9.73E+08,-1.46E+08,-5.22E+09,-1.46E+08,3.03E+08,1.09E+09,-5.22E+09,1.09E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.47E-12
0.01375,5.32325,0.5,0.00788668,-0.0112633,0.000422435,0.0137435,-0.00746424,0.0250068,0,-0.801144,-0.598472,-0.0687175,0.598472,-0.801144,0.00211218,0,0,1,-0.801144,-0.598472,-0.0687175,0.598472,-0.801144,0.00211218,0,0,1,0,0,0.0281584,0,0,0.0197167,0.0281584,0.0197167,0.00236328,-1.80114,0,-0.0343588,0,-1.80114,0.00105609,-0.0343588,0.00105609,0,-6.93E+11,0,-5.29E+09,0,-6.93E+11,1.62E+08,-5.29E+09,1.62E+08,-4.16E+11,1.00E+09,-2.24E+07,-5.33E+09,-2.24E+07,2.73E+08,1.64E+08,-5.33E+09,1.64E+08,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.41E-12
0.01375,5.49779,0.5,0.00972272,-0.00972272,-0.00197052,0.0136081,-0.0116932,0.0233308,0,-0.801144,-0.598472,-0.0680403,0.598472,-0.801144,-0.00985259,0,0,1,-0.801144,-0.598472,-0.0680403,0.598472,-0.801144,-0.00985259,0,0,1,0,0,0.0243068,0,0,0.0243068,0.0243068,0.0243068,0.00236328,-1.80114,0,-0.0340202,0,-1.80114,-0.00492629,-0.0340202,-0.00492629,0,-6.93E+11,0,-5.23E+09,0,-6.93E+11,-7.58E+08,-5.23E+09,-7.58E+08,-4.16E+11,9.88E+08,1.04E+08,-5.28E+09,1.04E+08,2.88E+08,-7.64E+08,-5.28E+09,-7.64E+08,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.67E-12
0.01375,5.67232,0.5,0.0112633,-0.00788668,-0.0043036,0.0130592,-0.0155669,0.0209458,0,-0.801144,-0.598472,-0.0652958,0.598472,-0.801144,-0.021518,0,0,1,-0.801144,-0.598472,-0.0652958,0.598472,-0.801144,-0.021518,0,0,1,0,0,0.0197167,0,0,0.0281584,0.0197167,0.0281584,0.00236328,-1.80114,0,-0.0326479,0,-1.80114,-0.010759,-0.0326479,-0.010759,0,-6.93E+11,0,-5.02E+09,0,-6.93E+11,-1.66E+09,-5.02E+09,-1.66E+09,-4.16E+11,9.31E+08,2.17E+08,-5.06E+09,2.17E+08,3.44E+08,-1.67E+09,-5.06E+09,-1.67E+09,6.36E+08,5.29E+09,5.33E+09,5.29E+09,-4.16E+11,6.36E+08,436.267,439.875,1.29E-12
